"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1630730099678121984","Wed Mar 01 00:42:07 +0000 2023","216"," Danau Kelimutu https://t.co/P92z4RkRtB","1630730099678121984","https://pbs.twimg.com/ext_tw_video_thumb/1630729951745028096/pu/img/LoMjXVaNlEKbxh_I.jpg","","in","Jakarta Capital Region","0","0","39","https://x.com/Jelajahi_IDN/status/1630730099678121984","1275999288082993155","Jelajahi_IDN"
"1622151553586167808","Sun Feb 05 08:34:03 +0000 2023","142","Danau Kelimutu 3 warna Ende Flores NTT. FB : Sari Putri https://t.co/DFhieXLMgu","1622151553586167808","https://pbs.twimg.com/media/FoMKPKLaIAAL4pb.jpg","","in","Bandung, Jawa Barat","0","0","38","https://x.com/Indahnesiamu/status/1622151553586167808","305605088","Indahnesiamu"
"1758159451180478819","Thu Feb 15 16:00:52 +0000 2024","168","Mengingat kembali insiden Nobita dibekali duit Rp 5.000 versi Danau Kelimutu https://t.co/4KAkz83lNz","1758159451180478819","https://pbs.twimg.com/media/GGY8si5a0AA-F0y.jpg","","in","Bukit Belakang Sekolah","2","4","58","https://x.com/DoraemonHariIni/status/1758159451180478819","2711976571","DoraemonHariIni"
"1661609600762920960","Thu May 25 05:46:14 +0000 2023","25","Danau kelimutu NTT FB : Meno Escobar https://t.co/xjrCtQqHmP","1661609600762920960","https://pbs.twimg.com/media/Fw85IFjaAAIhI7t.jpg","","in","Bandung, Jawa Barat","1","0","7","https://x.com/Indahnesiamu/status/1661609600762920960","305605088","Indahnesiamu"
"1794635099700695175","Sun May 26 07:42:05 +0000 2024","2","Gunung Kelimutu merupakan gunung api tipe strato yang memiliki tiga danau kawah yakni Kawah 1 (Tiwu Ata Polo) Kawah 2 (Tiwu Koofai Nuwamuri) dan Kawah 3 (Tiwu Ata Bupu). https://t.co/rGGoNcMPJ3","1794635099700695175","https://pbs.twimg.com/ext_tw_video_thumb/1794633875039424513/pu/img/uz6wVcqy0HGkeZBo.jpg","","in","Lewoleba","0","1","0","https://x.com/lelongPROJECT/status/1794635099700695175","387719677","lelongPROJECT"
"1772799074531672546","Wed Mar 27 01:33:31 +0000 2024","9","Kelimutu Ende NTT danau 3 warna lumayan ngos an https://t.co/TwWsCkDFr2","1772799074531672546","https://pbs.twimg.com/ext_tw_video_thumb/1772799002884673536/pu/img/ybYOGW6sIUyekPYd.jpg","","in","","0","5","2","https://x.com/007_atacante/status/1772799074531672546","1726538213974769664","007_atacante"
"1687050567414317056","Thu Aug 03 10:39:33 +0000 2023","1","Danau Kelimutu (Danau Tiga Warna) Ende - Flores. https://t.co/oyX3jC7GnN","1687050567414317056","https://pbs.twimg.com/ext_tw_video_thumb/1687050261716738048/pu/img/t6wTubyvwhgaQ-y3.jpg","","in","","0","0","0","https://x.com/SumarjoEduardus/status/1687050567414317056","1685494718023729152","SumarjoEduardus"
"1680245913187651584","Sat Jul 15 16:00:17 +0000 2023","0","Danau Kelimutu https://t.co/VZSs0QpDU7","1680245913187651584","https://pbs.twimg.com/media/F1FuwOXakAAQ4ub.jpg","","in","","0","0","0","https://x.com/AbduLRahma39436/status/1680245913187651584","1679104919310319617","AbduLRahma39436"
"1617000455602835456","Sun Jan 22 03:25:25 +0000 2023","72","Danau tiga warna Kelimutu 1994 https://t.co/0TYedRGfMZ","1617000455602835456","https://pbs.twimg.com/media/FnC9S8UaAAErKxP.jpg","","in","Jakarta","1","4","9","https://x.com/arbainrambey/status/1617000455602835456","133693041","arbainrambey"
"1619878760945422339","Mon Jan 30 02:02:47 +0000 2023","0","Danau kelimutu https://t.co/GIYym4YCmJ","1619878760945422339","https://pbs.twimg.com/ext_tw_video_thumb/1619878170840416258/pu/img/lamRiyX663PkMegy.jpg","","in","Kota Batam, Kepulauan Riau","0","0","0","https://x.com/didith_mesu/status/1619878760945422339","1276332476","didith_mesu"
"1356040659958964230","Mon Feb 01 00:44:22 +0000 2021","1181","Ada anggota dewan bilang di NTT gak ada tempat wisata yang istimewa kecuali Komodo. Anggota PAN dari Jambi. Padahal uang 5000 tahun 90-an sudah dikasih gambar Danau Kelimutu juga. Di Jambi ada danau tiga warna begitu kah? Ringan betul bilang tidak istimewa.","1356040659958964230","","","in","Wakatobi, Sulawesi Tenggara","71","131","319","https://x.com/Arie_Kriting/status/1356040659958964230","102215394","Arie_Kriting"
"1793441503819473137","Thu May 23 00:39:09 +0000 2024","1","Good morning from Lake Kelimutu Ende Flores! 🇮🇩 Mengawali long-weekend Waisak dari puncak Danau Kelimutu Flores. Selamat liburan dan selamat hari suci Waisak utk teman2 #SmiletripTraveler yg merayakannya. https://t.co/rVLUHmauZ3","1793441503819473137","https://pbs.twimg.com/ext_tw_video_thumb/1793441440510730240/pu/img/KRJy4Qkl4rquw-R9.jpg","","in","Indonesia","0","0","1","https://x.com/SmileTripID/status/1793441503819473137","1205354519825022977","SmileTripID"
"1740717324985069790","Fri Dec 29 12:52:05 +0000 2023","47","Danau Kelimutu di Flores. Yang foto asli adalah yang pertama. Sisanya buatan AI https://t.co/4mHNGHiUwE","1740717324985069790","https://pbs.twimg.com/media/GChFFxWaAAACcYA.jpg","","in","Jakarta","0","3","9","https://x.com/arbainrambey/status/1740717324985069790","133693041","arbainrambey"
"1688144727382929408","Sun Aug 06 11:07:21 +0000 2023","2","Hallo guys. Kalau ada yang lihat kucing ini namanya Cungik tolong info ke aku yaaa. Ga pulang kerumah sudah 2 hari. Lokasi hilangnya di Sawojajar sekitaran Danau Belayan - Kelimutu. Bantu RT nya @infomalang @yusufgunawan terimakasih https://t.co/bu1PSgNtqQ","1688144727382929408","https://pbs.twimg.com/media/F21-phKboAAJXUG.jpg","","in","","0","0","18","https://x.com/raflesiasukma/status/1688144727382929408","82309627","raflesiasukma"
"1687010671937171456","Thu Aug 03 08:01:01 +0000 2023","0","TAMAN NASIONAL DANAU KELIMUTU... WOW Kaliiiii https://t.co/E24cCKp1tN","1687010671937171456","https://pbs.twimg.com/media/F2l3QS7aEAAT0Cc.jpg","","in","","0","0","0","https://x.com/OadonaA15409/status/1687010671937171456","1674395041694093312","OadonaA15409"
"1656977270467330050","Fri May 12 10:59:01 +0000 2023","3","Danau Kelimutu Flores Nusa Tenggara Timur 🇮🇩 Apa yang unik pasal Danau Kelimutu ini adalah terdapat tiga danau di puncak dan warna danau akan berubah mengikut cuaca. Ia juga dikenali sebagai Danau Tiga Warna sebab memiliki tiga warna yang berlainan - merah biru dan putih. https://t.co/HUKLMm70M2","1656977270467330050","https://pbs.twimg.com/media/Fv7ECePaMAA2gcu.jpg","","in","","0","1","2","https://x.com/inndeana/status/1656977270467330050","1101364472201994240","inndeana"
"1659692400854601728","Fri May 19 22:47:58 +0000 2023","4","Danau kelimutu https://t.co/gHHe94d6TU","1659692400854601728","https://pbs.twimg.com/media/FwhpTXeaAAEio54.jpg","","in","Indonesia","0","0","0","https://x.com/bknpilihanmu/status/1659692400854601728","2739485355","bknpilihanmu"
"1692548949964681391","Fri Aug 18 14:48:10 +0000 2023","0","ALAM INDONESIA DANAU KELIMUTU 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩 MISI 5 @AM93GYUYOUNG https://t.co/74pzqXgAkO","1692548949964681391","https://pbs.twimg.com/ext_tw_video_thumb/1692548885577883648/pu/img/4zWB8NmlZSbVmEIe.jpg","","in","Kanggun's 🐈 | #travmo","2","1","0","https://x.com/ofGyuyoung/status/1692548949964681391","4504568058","ofGyuyoung"
"1793593060741246980","Thu May 23 10:41:23 +0000 2024","122","(PERUBAHAN WARNA AIR DANAU KAWAH G. KELIMUTU) Hi Kawan Mitigasi Perubahan warna pada air danau kawah gunung api kembali terjadi. Air Danau Kawah 1 (Tiwu Ata Polo) G. Kelimutu yang berada di Kabupaten Ende Nusa Tenggara Timur mengalami perubahan warna. https://t.co/xVO55Hv2ra","1793593060741246980","https://pbs.twimg.com/media/GOQfOf2aIAARemQ.jpg","","in","Bandung, Indonesia","2","1","39","https://x.com/PVMBG_/status/1793593060741246980","1677825848","PVMBG_"
"1693230652597125598","Sun Aug 20 11:57:00 +0000 2023","7","INDAHNYA ALAM KU DANAU KELIMUTU 3 WARNA BIRU HIJAU HITAM TEMPAT PARIWISATA SEDUNIA DI NUSA TENGGARA TIMUR NTT INDONESIA 🇲🇨 https://t.co/XcTS4Of3g1","1693230652597125598","https://pbs.twimg.com/media/F3-QQoGa4AAqs22.jpg","","in","Nusa Tenggara Timur, Indonesia","0","0","0","https://x.com/NoncePadja/status/1693230652597125598","1628790980181884933","NoncePadja"
"1693231867548647847","Sun Aug 20 12:01:50 +0000 2023","3","DANAU KELIMUTU 3 WARNA DI NUSA TENGGARA TIMUR NTT TEMPAT PARIWISATA YANG LUAR BIASA DAN PUSATNYA NUSANTARA PROPERTY 🇲🇨 https://t.co/oBKkxr4x19","1693231867548647847","https://pbs.twimg.com/media/F3-RX1HboAARTam.jpg","","in","Nusa Tenggara Timur, Indonesia","0","0","1","https://x.com/NoncePadja/status/1693231867548647847","1628790980181884933","NoncePadja"
"1634466637461221376","Sat Mar 11 08:09:47 +0000 2023","0","Ramai tak tahu kita ada pakej ke Flores Nusa Tenggara Timur which cover 6-7 tempat yang paling rare di dunia termasuklah Komodo Island Danau Kelimutu Pink Beach dan Padar Island. #muslimtrip #pakejtravelbossbabe # #familytrip #companytripmalaysia #companytrip https://t.co/7ISZyMDP55","1634466637461221376","https://pbs.twimg.com/ext_tw_video_thumb/1634466482099982337/pu/img/NKDzYuO8zfGlr5Nc.jpg","","in","","0","1","0","https://x.com/Travelbossbabe/status/1634466637461221376","801583106255769600","Travelbossbabe"
"1666870597467660288","Thu Jun 08 18:11:34 +0000 2023","1","Perspektif lain dari danau Kelimutu yang menakjubkan tepat sebelum matahari terbit Dari sudut ini Anda dapat melihat ketiga kawah dengan danau dengan warna berbeda. Danau ini berubah warna! Beberapa tahun ada yang merah ada yang biru atau putih. Indonesia Pulau Flores. https://t.co/IhRgRWyEz3","1666870597467660288","https://pbs.twimg.com/media/FyHp9ibaEAMZit3.jpg","","in","","0","0","0","https://x.com/withzakria/status/1666870597467660288","1666447476948189185","withzakria"
"1734978311552655525","Wed Dec 13 16:47:18 +0000 2023","1","Monyet penghuni danau Kelimutu Ende #flores #ntt #ende #kelimutu https://t.co/e0a4YFB8uG","1734978311552655525","https://pbs.twimg.com/ext_tw_video_thumb/1734977850418339840/pu/img/SFDn695NIsCkNmgr.jpg","","in","East Nusa Tenggara, Indonesia","0","0","0","https://x.com/VPati80/status/1734978311552655525","964638696283582464","VPati80"
"1731826078585336062","Tue Dec 05 00:01:27 +0000 2023","3","Hai Sobat Kelimutu Petugas TN Kelimutu melaksanakan kegiatan Pengendalian Jenis Invasif pada Ekosistem Vaccinium-Rhododendron pada tanggal 25 s/d 30 November 2023. Kegiatan dilaksanakan di kawasan Taman Nasional Kelimutu yakni di sekitar area wisata Danau Kelimutu. https://t.co/3zR2ftGe8K","1731826078585336062","https://pbs.twimg.com/media/GAiuoIHasAAFIqi.jpg","","in","Ende-Flores-NTT-Indonesia","0","1","1","https://x.com/tnkelimutu/status/1731826078585336062","779852466","tnkelimutu"
"1710045140272730410","Thu Oct 05 21:31:47 +0000 2023","0","ke Gunung Kelimutu Kec. Kelimutu Kab. Ende Flores NTT Penginapan yg direkomendasikan adalah di Watuburu Cottage &amp; Restaurant. Berada di atas Perbukitan Jauh dari Keramaian Dekat ke Danau Kelimutu dan Privasi terjamin. Hubungi No Reservasinya di : +62 821-4661-0965 https://t.co/bEOmJQtW2y","1710045140272730410","https://pbs.twimg.com/media/F7tM_dDWIAAOkpj.jpg","","in","","0","0","0","https://x.com/EkrafNtt/status/1710045140272730410","1509682758788214785","EkrafNtt"
"1659283493921370112","Thu May 18 19:43:07 +0000 2023","0","Selamat pagi dari Danau Kelimutu di kota Ende Pulau Flores! - Good morning fro... - https://t.co/PMV7KDVYpY https://t.co/AqT5FjlduV","1659283493921370112","https://pbs.twimg.com/media/Fwb1i3WaMAApeSh.jpg","","in","","0","0","0","https://x.com/TravelBloggerID/status/1659283493921370112","1640475260","TravelBloggerID"
"1692344952712491417","Fri Aug 18 01:17:33 +0000 2023","1","Festival Adat Pati Ka Du a Bapu Ata Mata dilaksanakan di Area Wisata Danau Kelimutu pada tanggal 14 Agustus 2023. Acara ini dihadiri oleh Mosalaki dan masyarakat dari 22 komunitas adat yang berasal dari sekitar kawasan Taman Nasional Kelimutu Bupati Ende dan masyarakat umum. https://t.co/pSjBHfHLgy","1692344952712491417","https://pbs.twimg.com/media/F3xqvA2bUAAemU8.jpg","","in","Ende-Flores-NTT-Indonesia","0","0","2","https://x.com/tnkelimutu/status/1692344952712491417","779852466","tnkelimutu"
"1685610482152157184","Sun Jul 30 11:17:10 +0000 2023","1","Here Pink Beach and Danau Kelimutu which has 3 colors WELCOME BIU TO MY HOME #TravelWithBuild https://t.co/zY3KrLo0oO","1685610482152157184","https://pbs.twimg.com/media/F2R9y8xaUAAaJj4.jpg","","en","ARMY  🫧","0","0","1","https://x.com/bibbiubbb/status/1685610482152157184","1082576953482240002","bibbiubbb"
"1728704191865258269","Sun Nov 26 09:16:11 +0000 2023","1","Danau Kelimutu https://t.co/5ebw3iT9aW","1728704191865258269","https://pbs.twimg.com/media/F_2XE4aa4AAB8IL.jpg","","in","","0","0","0","https://x.com/putrodewanto/status/1728704191865258269","59471191","putrodewanto"
"1794593612300534119","Sun May 26 04:57:13 +0000 2024","5","Danau Kelimutu Alami Perubahan Warna PVMBG Ungkap Tanda Bahaya https://t.co/BwGReLDA6H","1794593612300534119","","","in","","0","0","5","https://x.com/CNNIndonesia/status/1794593612300534119","17128975","CNNIndonesia"
"1787727605896253925","Tue May 07 06:14:10 +0000 2024","0","Danau Kelimutu Ende Mitos Dan Kenunikan Wisata Pulau Flores https://t.co/y0dc5vMirI https://t.co/8AL8mLY988","1787727605896253925","https://pbs.twimg.com/media/GM9IyMYaAAEyLZH.png","","in","Indonesia","0","0","0","https://x.com/HangoutYuk/status/1787727605896253925","884691428","HangoutYuk"
"1769223768969552180","Sun Mar 17 04:46:31 +0000 2024","15","Danau Kelimutu Ende NTT Indonesia 🇮🇩 https://t.co/8cRYvPPQcZ","1769223768969552180","https://pbs.twimg.com/media/GI2Lot3aUAAjvOP.jpg","","in","Jawa Timur, Indonesia","0","0","1","https://x.com/Simbok_Dharmi/status/1769223768969552180","1508676971584421889","Simbok_Dharmi"
"1683722396254220288","Tue Jul 25 06:14:35 +0000 2023","2","Halo Sobat Kelimutu Pere Konde dipercayai oleh masyarakat Suku Lio yang ada di sekitar kawasan Taman Nasional Kelimutu sebagai pintu masuk bagi setiap arwah menuju keabadiannya pada ketiga kawah danau Kelimutu. . . . Simak juga berita lainnya di https://t.co/SKjILpvT8a. https://t.co/Rnbtm64Pd5","1683722396254220288","https://pbs.twimg.com/media/F13Ik9zaQAEtJJE.jpg","","in","Ende-Flores-NTT-Indonesia","0","0","0","https://x.com/tnkelimutu/status/1683722396254220288","779852466","tnkelimutu"
"1705487871317266863","Sat Sep 23 07:42:49 +0000 2023","0","Danau Kelimutu https://t.co/EcTC3kzsZY","1705487871317266863","https://pbs.twimg.com/media/F6scKncaEAAci_a.jpg","","in","Malang","0","0","0","https://x.com/agustinus_97/status/1705487871317266863","1565237294","agustinus_97"
"1785679773236347079","Wed May 01 14:36:48 +0000 2024","0","pgn cerita mitos danau kelimutu tp mari kt tunggu sampe moodnya ada dl https://t.co/X2Lqy3K5Ar","1785679773236347079","https://pbs.twimg.com/media/GMgCSOQaAAAUYax.jpg","","in","","0","0","0","https://x.com/benedicktov/status/1785679773236347079","1720392073","benedicktov"
